p,r,G4,d,d_factors,pure_iii,obstruction,blocking_q,blocking_class
1587683,69753264923,921,0,,False,order_excess,0,
1591553,3183107,57,0,,False,order_excess,0,
1594301,41451827,129,0,,False,order_excess,0,
1599869,12558971651,57,0,,False,order_excess,0,
1600877,233728043,627,0,,False,order_excess,0,
1601777,7653290507,81,0,,False,order_excess,0,
1608653,3217307,57,0,,False,order_excess,0,
1612019,435245131,67,0,,False,order_excess,0,
1622333,3244667,57,0,,False,order_excess,0,
1622549,5805480323,57,0,,False,order_excess,0,
1639097,1012961947,331,0,,False,order_excess,0,
1642313,831010379,201,0,,False,order_excess,0,
1643693,143898747379,59,0,,False,order_excess,0,
1647299,102132539,1467,0,,False,order_excess,0,
1656533,3313067,57,0,,False,order_excess,0,
1660661,3321323,201,0,,False,order_excess,0,
1669799,464204123,171,0,,False,order_excess,0,
1670213,3340427,57,0,,False,order_excess,0,
1672631,665707139,417,0,,False,order_excess,0,
1674269,726632747,129,0,,False,order_excess,0,
1677083,201152689187,129,0,,False,order_excess,0,
1677287,10063723,3641,0,,False,order_excess,0,
1678349,3356699,201,0,,False,order_excess,0,
1678657,16786571,121,0,,False,order_excess,0,
1678889,406291139,243,0,,False,order_excess,0,
1680779,29632133771,513,0,,False,order_excess,0,
1681787,6912144571,189001,0,,False,order_excess,0,
1686029,3372059,129,0,,False,order_excess,0,
1687421,1704295211,57,0,,False,order_excess,0,
1696241,3911531747,114627,0,,False,order_excess,0,
1698509,3468355379,171,0,,False,order_excess,0,
1700477,21306976811,2739,0,,False,order_excess,0,
1700669,615642179,57,0,,False,order_excess,0,
1710407,23945699,57,0,,False,order_excess,0,
1712621,3425243,57,0,,False,order_excess,0,
1721567,148054763,627,0,,False,order_excess,0,
1724627,19602110483,297,0,,False,order_excess,0,
1726031,976933547,81,0,,False,order_excess,0,
1727669,3455339,57,0,,False,order_excess,0,
1728767,134619086291,57,0,,False,order_excess,0,
1729373,3458747,129,0,,False,order_excess,0,
1729457,363185971,131,0,,False,order_excess,0,
1734869,86743451,177,0,,False,order_excess,0,
1738987,14617924723,59,0,,False,order_excess,0,
1738991,17428167803,129,0,,False,order_excess,0,
1740209,3480419,129,0,,False,order_excess,0,
1743047,170773286779,331,0,,False,order_excess,0,
1745599,306202502987,59,0,,False,order_excess,0,
1754849,857366575931,57,0,,False,order_excess,0,
1755713,3511427,57,0,,False,order_excess,0,
1758287,24616019,627,0,,False,order_excess,0,
1758719,42191668811,57,0,,False,order_excess,0,
1766747,660763379,57,0,,False,order_excess,0,
1771283,574303087091,57,0,,False,order_excess,0,
1775549,3551099,57,0,,False,order_excess,0,
1782497,1115843123,363,0,,False,order_excess,0,
1782551,752236523,171,0,,False,order_excess,0,
1783553,3567107,129,0,,False,order_excess,0,
1784441,3568883,57,0,,False,order_excess,0,
1785647,24999059,57,0,,False,order_excess,0,
1787011,3484671451,59,0,,False,order_excess,0,
1789391,4834934483,57,0,,False,order_excess,0,
1793101,24246311723,59,0,,False,order_excess,0,
1798001,3596003,129,0,,False,order_excess,0,
1806557,1983599587,19529,0,,False,order_excess,0,
1806617,105408875483,99,0,,False,order_excess,0,
1808813,4388180339,57,0,,False,order_excess,0,
1813853,3627707,57,0,,False,order_excess,0,
1813853,19854434939,57,0,,False,order_excess,0,
1814951,35395174403,171,0,,False,order_excess,0,
1816769,183526370843,57,0,,False,order_excess,0,
1820009,3640019,57,0,,False,order_excess,0,
1823429,3646859,57,0,,False,order_excess,0,
1825661,79704707939,81,0,,False,order_excess,0,
1828901,3657803,57,0,,False,order_excess,0,
1831517,135257530451,1419,0,,False,order_excess,0,
1834373,3668747,57,0,,False,order_excess,0,
1835651,13374553187,57,0,,False,order_excess,0,
1843487,247027259,129,0,,False,order_excess,0,
1846373,5232621083,417,0,,False,order_excess,0,
1848227,14841262811,993,0,,False,order_excess,0,
1848569,3697139,129,0,,False,order_excess,0,
1849577,48089003,993,0,,False,order_excess,0,
1850141,48103667,171,0,,False,order_excess,0,
1851677,1736873027,1419,0,,False,order_excess,0,
1854701,3709403,1851,0,,False,order_excess,0,
1858313,3716627,57,0,,False,order_excess,0,
1862561,115288800779,57,0,,False,order_excess,0,
1864469,3728939,57,0,,False,order_excess,0,
1867727,26148179,57,0,,False,order_excess,0,
1869221,38928396547,67,0,,False,order_excess,0,
1876403,579834796643,171,0,,False,order_excess,0,
1881937,18819371,121,0,,False,order_excess,0,
1885673,3771347,57,0,,False,order_excess,0,
1886663,798084862283,57,0,,False,order_excess,0,
1888301,3776603,129,0,,False,order_excess,0,
1889717,1092256427,321,0,,False,order_excess,0,
1890227,35910532547,99,0,,False,order_excess,0,
1900721,3801443,57,0,,False,order_excess,0,
1905367,11432203,281,0,,False,order_excess,0,
1909043,11454259,59,0,,False,order_excess,0,
1911053,3822107,2217,0,,False,order_excess,0,
1924463,11546779,67,0,,False,order_excess,0,
1925219,2059984331,171,0,,False,order_excess,0,
1927337,336316451827,331,0,,False,order_excess,0,
1930133,3860267,57,0,,False,order_excess,0,
1930133,41602086683,387,0,,False,order_excess,0,
1932401,69431167931,129,0,,False,order_excess,0,
1938791,632045867,57,0,,False,order_excess,0,
1939673,143535803,57,0,,False,order_excess,0,
1940759,446374571,129,0,,False,order_excess,0,
1947227,11683363,59609,0,,False,order_excess,0,
1948601,3897203,57,0,,False,order_excess,0,
1956583,5458866571,683,0,,False,order_excess,0,
1958941,8168783971,83,0,,False,order_excess,0,
1959707,105824179,121,0,,False,order_excess,0,
1960877,145104899,57,0,,False,order_excess,0,
1975187,11851123,331,0,,False,order_excess,0,
1976903,378628323979,59,0,,False,order_excess,0,
1979147,1690191539,387,0,,False,order_excess,0,
1980443,1406114531,171,0,,False,order_excess,0,
1981919,27746867,129,0,,False,order_excess,0,
1987889,3975779,201,0,,False,order_excess,0,
1990523,3133083203,171,0,,False,order_excess,0,
1996777,545188011419,107,0,,False,order_excess,0,
1997507,16854964067,57,0,,False,order_excess,0,
2008247,1474053299,417,0,,False,order_excess,0,
2010161,4020323,57,0,,False,order_excess,0,
2015633,4031267,57,0,,False,order_excess,0,
2021777,36391987,251,0,,False,order_excess,0,
2028701,16899079331,57,0,,False,order_excess,0,
2035361,1990583059,107,0,,False,order_excess,0,
2041051,129284252443,59,0,,False,order_excess,0,
2049149,4098299,57,0,,False,order_excess,0,
2062979,209512021283,129,0,,False,order_excess,0,
2067041,202570019,171,0,,False,order_excess,0,
2073089,4146179,57,0,,False,order_excess,0,
2074217,82773703603,67,0,,False,order_excess,0,
2074811,12448867,67,0,,False,order_excess,0,
2078093,4592585531,57,0,,False,order_excess,0,
2079041,4158083,177,0,,False,order_excess,0,
2087741,136492331099,1083,0,,False,order_excess,0,
2090279,678483660611,57,0,,False,order_excess,0,
2090873,4181747,57,0,,False,order_excess,0,
2093573,136672632587,57,0,,False,order_excess,0,
2101007,12606043,209,0,,False,order_excess,0,
2107883,54767016107,171,0,,False,order_excess,0,
2108927,56363183003,57,0,,False,order_excess,0,
2110313,59059219619,57,0,,False,order_excess,0,
2110709,4221419,57,0,,False,order_excess,0,
2118269,3918797651,57,0,,False,order_excess,0,
2120303,167550583667,57,0,,False,order_excess,0,
2120549,4241099,201,0,,False,order_excess,0,
2121653,4243307,57,0,,False,order_excess,0,
2121737,31813324579,67,0,,False,order_excess,0,
2126441,4252883,57,0,,False,order_excess,0,
2128781,26571444443,171,0,,False,order_excess,0,
2131531,182795835499,59,0,,False,order_excess,0,
2135333,4270667,57,0,,False,order_excess,0,
2144477,55756403,297,0,,False,order_excess,0,
2145137,364673291,993,0,,False,order_excess,0,
2147081,4294163,201,0,,False,order_excess,0,
2149211,442737467,171,0,,False,order_excess,0,
2152559,80621944787,57,0,,False,order_excess,0,
2153819,20913582491,171,0,,False,order_excess,0,
2155067,168095227,67,0,,False,order_excess,0,
2157671,19397462291,171,0,,False,order_excess,0,
2158697,211552307,1881,0,,False,order_excess,0,
2162813,4325627,129,0,,False,order_excess,0,
2163677,844046070347,753,0,,False,order_excess,0,
2167103,3619062011,57,0,,False,order_excess,0,
2186291,7481487803,57,0,,False,order_excess,0,
2186857,21868571,121,0,,False,order_excess,0,
2189081,154413395579,57,0,,False,order_excess,0,
2189879,223661101787,177,0,,False,order_excess,0,
2190311,188366747,201,0,,False,order_excess,0,
2197469,145195566707,57,0,,False,order_excess,0,
2203049,4406099,57,0,,False,order_excess,0,
2208637,251784619,131,0,,False,order_excess,0,
2210353,340394363,59,0,,False,order_excess,0,
2210573,4421147,57,0,,False,order_excess,0,
2211977,57511403,513,0,,False,order_excess,0,
2213867,13283203,209,0,,False,order_excess,0,
2216729,4433459,57,0,,False,order_excess,0,
2223407,31127699,57,0,,False,order_excess,0,
2231093,4462187,57,0,,False,order_excess,0,
2234513,4469027,57,0,,False,order_excess,0,
2240669,4481339,57,0,,False,order_excess,0,
2240891,1752376763,129,0,,False,order_excess,0,
2241583,178192399003,499,0,,False,order_excess,0,
2258453,4516907,57,0,,False,order_excess,0,
2266177,77050019,4051,0,,False,order_excess,0,
2267561,4535123,129,0,,False,order_excess,0,
2270249,985288067,129,0,,False,order_excess,0,
2273267,2814304547,627,0,,False,order_excess,0,
2274641,4549283,2217,0,,False,order_excess,0,
2279741,4559483,201,0,,False,order_excess,0,
2283851,601762764587,57,0,,False,order_excess,0,
2288927,581387459,57,0,,False,order_excess,0,
2289197,169400579,57,0,,False,order_excess,0,
2289233,4578467,2451,0,,False,order_excess,0,
2293799,142215539,201,0,,False,order_excess,0,
2297429,4594859,201,0,,False,order_excess,0,
2309753,4619507,57,0,,False,order_excess,0,
2320139,143848619,171,0,,False,order_excess,0,
2322763,563386165651,1049,0,,False,order_excess,0,
2323001,14500172243,129,0,,False,order_excess,0,
2326277,246273640883,2259,0,,False,order_excess,0,
2326853,4653707,57,0,,False,order_excess,0,
2330687,15694846259,57,0,,False,order_excess,0,
2333693,4667387,57,0,,False,order_excess,0,
2333867,14003203,571,0,,False,order_excess,0,
2334377,17988709163,753,0,,False,order_excess,0,
2336413,122825231411,683,0,,False,order_excess,0,
2339677,360310259,131,0,,False,order_excess,0,
2346887,1328338043,99,0,,False,order_excess,0,
2352131,2328609691,739,0,,False,order_excess,0,
2352937,5105873291,131,0,,False,order_excess,0,
2356463,1559978507,57,0,,False,order_excess,0,
2361473,4722947,129,0,,False,order_excess,0,
2361899,996721379,171,0,,False,order_excess,0,
2363789,4727579,57,0,,False,order_excess,0,
2364619,675557460587,283,0,,False,order_excess,0,
2366489,4732979,177,0,,False,order_excess,0,
2369261,4738523,57,0,,False,order_excess,0,
2370629,4741259,57,0,,False,order_excess,0,
2374733,4749467,32091,0,,False,order_excess,0,
2380121,5431436123,129,0,,False,order_excess,0,
2382173,347797259,2049,0,,False,order_excess,0,
2387477,11961259771,209,0,,False,order_excess,0,
2389781,4779563,57,0,,False,order_excess,0,
2393687,320754059,297,0,,False,order_excess,0,
2396567,111330123419,57,0,,False,order_excess,0,
2400883,238047549451,59,0,,False,order_excess,0,
2402093,4804187,57,0,,False,order_excess,0,
2408933,4817867,57,0,,False,order_excess,0,
2413721,4827443,38931,0,,False,order_excess,0,
2413721,989089763939,81,0,,False,order_excess,0,
2416867,3958828147,121,0,,False,order_excess,0,
2419553,103484281811,57,0,,False,order_excess,0,
2422169,43599043,67,0,,False,order_excess,0,
2430089,4860179,201,0,,False,order_excess,0,
2434997,413949491,99,0,,False,order_excess,0,
2436293,4872587,57,0,,False,order_excess,0,
2438957,5682769811,171,0,,False,order_excess,0,
2453779,38705909947,59,0,,False,order_excess,0,
2454761,4909523,57,0,,False,order_excess,0,
2455547,34377659,993,0,,False,order_excess,0,
2455643,505862459,171,0,,False,order_excess,0,
2465993,263767543267,67,0,,False,order_excess,0,
2466389,4932779,57,0,,False,order_excess,0,
2476667,94113347,849,0,,False,order_excess,0,
2484323,750265547,129,0,,False,order_excess,0,
2486387,4450632731,171,0,,False,order_excess,0,
2487431,110635956019,643,0,,False,order_excess,0,
2489687,592162094203,67,0,,False,order_excess,0,
2491547,14949283,331,0,,False,order_excess,0,
2496413,124820651,57,0,,False,order_excess,0,
2501201,26357656139,171,0,,False,order_excess,0,
2509301,438731205443,171,0,,False,order_excess,0,
2512919,336731147,513,0,,False,order_excess,0,
2513461,829406941547,59,0,,False,order_excess,0,
2514269,5028539,57,0,,False,order_excess,0,
2515127,35211779,993,0,,False,order_excess,0,
2516429,246610043,171,0,,False,order_excess,0,
2519537,283785530459,3273,0,,False,order_excess,0,
2534789,5069579,57,0,,False,order_excess,0,
2555309,5110619,57,0,,False,order_excess,0,
2561813,988859819,129,0,,False,order_excess,0,
2562881,230659291,67,0,,False,order_excess,0,
2564333,5128667,3921,0,,False,order_excess,0,
2571563,36001883,57,0,,False,order_excess,0,
2575073,5150147,489,0,,False,order_excess,0,
2578717,25787171,1481,0,,False,order_excess,0,
2579249,5158499,57,0,,False,order_excess,0,
2583527,173070473731,211,0,,False,order_excess,0,
2585243,36193403,57,0,,False,order_excess,0,
2587147,31868476747,683,0,,False,order_excess,0,
2587147,32924032723,121,0,,False,order_excess,0,
2598899,660120347,129,0,,False,order_excess,0,
2613449,5226899,57,0,,False,order_excess,0,
2614327,130501975187,251,0,,False,order_excess,0,
2616643,152618319619,59,0,,False,order_excess,0,
2619209,445265531,171,0,,False,order_excess,0,
2619443,36672203,57,0,,False,order_excess,0,
2621027,707677291,4051,0,,False,order_excess,0,
2622341,39466232051,57,0,,False,order_excess,0,
2625149,5250299,129,0,,False,order_excess,0,
2625869,257335163,171,0,,False,order_excess,0,
2626493,383467979,129,0,,False,order_excess,0,
2632499,341461445291,129,0,,False,order_excess,0,
2632601,5265203,57,0,,False,order_excess,0,
2633303,3955221107,171,0,,False,order_excess,0,
2635553,1017323459,171,0,,False,order_excess,0,
2644709,5289419,1329,0,,False,order_excess,0,
2644913,5289827,57,0,,False,order_excess,0,
2644913,110964680003,57,0,,False,order_excess,0,
2649887,162846155699,129,0,,False,order_excess,0,
2651189,5302379,201,0,,False,order_excess,0,
2652827,15916963,281,0,,False,order_excess,0,
2662103,995626523,57,0,,False,order_excess,0,
2663567,37289939,2217,0,,False,order_excess,0,
2664191,36611312723,171,0,,False,order_excess,0,
2668727,16012363,1121,0,,False,order_excess,0,
2671589,5343179,57,0,,False,order_excess,0,
2671787,16030723,163,0,,False,order_excess,0,
2672867,358164179,297,0,,False,order_excess,0,
2673431,171479211203,201,0,,False,order_excess,0,
2673527,311984559739,331,0,,False,order_excess,0,
2680481,5360963,57,0,,False,order_excess,0,
2688869,650706299,171,0,,False,order_excess,0,
2689667,37655339,201,0,,False,order_excess,0,
2695751,23587821251,3291,0,,False,order_excess,0,
2697581,5395163,57,0,,False,order_excess,0,
2700707,37809899,129,0,,False,order_excess,0,
2713313,5426627,57,0,,False,order_excess,0,
2714021,70564547,129,0,,False,order_excess,0,
2715533,5431067,177,0,,False,order_excess,0,
2716463,950762051,171,0,,False,order_excess,0,
2716823,1016091803,57,0,,False,order_excess,0,
2717327,798894139,209,0,,False,order_excess,0,
2728577,70943003,99,0,,False,order_excess,0,
2729729,5459459,57,0,,False,order_excess,0,
2731357,27313571,121,0,,False,order_excess,0,
2732629,8094047099,107,0,,False,order_excess,0,
2739817,40752038059,131,0,,False,order_excess,0,
2758793,5517587,129,0,,False,order_excess,0,
2759269,74395410779,179,0,,False,order_excess,0,
2764369,290352733547,59,0,,False,order_excess,0,
2765677,27656771,2497,0,,False,order_excess,0,
2767571,615568676963,1689,0,,False,order_excess,0,
2772827,149732659,121,0,,False,order_excess,0,
2777609,5555219,57,0,,False,order_excess,0,
2779463,698662496459,57,0,,False,order_excess,0,
2781029,5562059,57,0,,False,order_excess,0,
2791937,206603339,57,0,,False,order_excess,0,
2791973,5583947,57,0,,False,order_excess,0,
2795393,5590787,57,0,,False,order_excess,0,
2798129,5596259,57,0,,False,order_excess,0,
2803327,4053610843,251,0,,False,order_excess,0,
2805497,340772498603,129,0,,False,order_excess,0,
2807933,73006259,129,0,,False,order_excess,0,
2809073,5618147,57,0,,False,order_excess,0,
2811161,73090187,513,0,,False,order_excess,0,
2812451,16874707,59,0,,False,order_excess,0,
2813519,60586318147,1259,0,,False,order_excess,0,
2813897,2504368331,387,0,,False,order_excess,0,
2815331,294342856051,67,0,,False,order_excess,0,
2818649,5637299,57,0,,False,order_excess,0,
2828141,5656283,249,0,,False,order_excess,0,
2833769,345719819,57,0,,False,order_excess,0,
2840267,461639956579,209,0,,False,order_excess,0,
2842589,5685179,57,0,,False,order_excess,0,
2847269,760704858731,57,0,,False,order_excess,0,
2852849,5705699,57,0,,False,order_excess,0,
2853083,23937366371,57,0,,False,order_excess,0,
2859929,5719859,129,0,,False,order_excess,0,
2861741,5723483,57,0,,False,order_excess,0,
2882261,5764523,57,0,,False,order_excess,0,
2892511,193885012331,83,0,,False,order_excess,0,
2898821,5797643,201,0,,False,order_excess,0,
2899661,5799323,129,0,,False,order_excess,0,
2901341,109746124667,81,0,,False,order_excess,0,
2903273,5806547,129,0,,False,order_excess,0,
2910917,103681041707,57,0,,False,order_excess,0,
2914151,880073603,129,0,,False,order_excess,0,
2915111,17490667,59,0,,False,order_excess,0,
2931113,59308140443,57,0,,False,order_excess,0,
2945447,111926987,993,0,,False,order_excess,0,
2959409,32322665099,57,0,,False,order_excess,0,
2960729,5921459,201,0,,False,order_excess,0,
2965601,125628789563,513,0,,False,order_excess,0,
2968967,19850513363,99,0,,False,order_excess,0,
2986229,734116619987,81,0,,False,order_excess,0,
2986349,5972699,129,0,,False,order_excess,0,
2987591,328635011,2049,0,,False,order_excess,0,
2988281,5976563,57,0,,False,order_excess,0,
2989487,41852819,57,0,,False,order_excess,0,
2990033,469895646083,201,0,,False,order_excess,0,
2994779,688799171,57,0,,False,order_excess,0,
3000677,54012187,251,0,,False,order_excess,0,
3003887,18023323,209,0,,False,order_excess,0,
3006901,390897131,83,0,,False,order_excess,0,
3008801,6017603,57,0,,False,order_excess,0,
3009361,607890923,59,0,,False,order_excess,0,
3010979,186680699,171,0,,False,order_excess,0,
3019241,730656323,171,0,,False,order_excess,0,
3024533,6049067,57,0,,False,order_excess,0,
